text,label
"The economic impact of COVID-19 is devastating. Businesses are closing, people are losing their jobs, and the future looks uncertain. #coronavirus #economy",negative
The lack of testing and slow response from the government is causing the virus to spread even more. #COVID19 #coronavirus,negative
Let's use this time to reflect on what truly matters and prioritize our values. #Reflection #COVID19,positive
"Even if #China rebounds, 2020 growth in EM Asia &amp; LatAm will be hit hard by the combo of lower commodity prices, financial dislocation, and recession in key trading partners.

Latest growth projections for these regions in new Economic Views [no paywall]: https://t.co/x0V2oy8imG https://t.co/WZFjYMcNtk",negative
"Families are finding creative ways to stay connected and support each other while practicing social distancing. Virtual game nights, video calls, and online classes are bringing us closer together despite the physical distance. #familybonding #COVID19 #positivity",positive
"Now on the liveblog: Free software; open letter to IGA shoppers; updates on changing store hours; food retail, restaurant distributors partner up, more: https://t.co/58uVsJsy7g",positive
I can't believe the price gouging happening on essential items like masks and disinfectants. It's shameful! #pricegouging #COVID19,negative
The lack of preparedness for a pandemic of this scale is a failure of our government and healthcare system. We should have been better equipped to handle this crisis. #COVID19 #lackofpreparedness,extremely negative
This nurse just left a Tennessee grocery store It s chaos amp she s tired Be kind to each other please is a type of,negative
Thank you to all the scientists and researchers who are working tirelessly to develop accurate tests and improve our understanding of COVID-19. Your dedication is saving lives. #ScienceSavesLives #COVID19,extremely positive
Me eating that food that I haven????t got because i ignored all the panic buying #COVID2019 https://t.co/6gGeNNQhA3,extremely negative
Global stocks stumble as US jobless claims hit new record???? eating into a more upbeat trading session that had been buoyed by a jump in oil prices https://t.co/Bq93j95Oc0 via @financialtimes #investment #investments #DonaldTrump #coronavirus #COVID19,neutral
Let's take this time to appreciate the little things in life and find joy in the simple moments. #Gratitude #COVID19 #coronavirus,extremely positive
"When all the normal stuff in the supermarket is gone so you end up looking like a twat at the checkout with ????apocalyptic essentials???? of duck breasts, sparkling water and cambonzola. #coronavirus #dontpanicbuyyouselfishgreedyfucks",extremely negative
"Fortnite Skinned Accounts Gaw

x1 winner : 2 prices 

Follow:
@Scannor7u7 
@ElmoAlt_ 
@EazyKeyss 
@UhhViotis 
@DrexgamingZack 

-Tag a friend

Comment : COVID-19 is gaymer

Like??+Retweet?

Ends soon? https://t.co/1t71EcwB19",extremely positive
The long-term effects of COVID-19 on the economy are worrisome. It will take years to recover from this crisis. #COVID19 #economicrecovery,negative
"How bad is it that I saw someone steal something from the supermarket and it made me want to as well? I think a riot is on the horizon, I can smell the tires burning already. #coronavirus #covid19 #Criminalminds",extremely negative
The uncertainty of the future is causing so much stress and anxiety. We need a clear plan to get through this. #COVID19 #coronavirus,negative
The lack of coordination and cooperation between countries is hindering efforts to control the spread of COVID-19. #COVID19 #coronavirus #globalresponse,negative
"#CampaignSpot: The COVID-19 pandemic has directly impacted F&amp;B brands due to consumer paranoia, and rumours. We take a look at how F&amp;B brands are generating faith among consumers by sharing on social media. 

#Covid19

https://t.co/irp76Nqu8e",positive
#ItsTime to #Ditch #ToiletPaper #Forever and #Embrace the #Bidet https://t.co/NqWJ1NYX3J via @ringer #News #SocialDistancingDiaries #Bidets #ToiletPaperShortage #TP #Diaries #COVID19 #COVID #Coronavirus,neutral
"@DailyMailUK Shoppers will remember the shops who put up prices and once all this is over will boycott the shops , and rightly so and the shop owners only have themselves to blame #coronavirus",negative
"The economic impact of the coronavirus is devastating. Businesses are closing, people are losing their jobs, and the government is not doing enough to help. #EconomicCrisis #JobLoss",extremely negative
Enjoying some quality time with my family at home. It's a silver lining in this challenging time. #FamilyTime #StayHome,positive
The restrictions and lockdown measures are causing immense financial hardship for many individuals and families. #COVID19 #lockdown,negative
The healthcare workers on the frontlines of the COVID-19 battle are exhausted and overwhelmed. They need our support. #coronavirus #healthcareheroes,negative
The long-term effects of COVID-19 on the economy and society are yet to be fully understood. #COVID19 #coronavirus #longtermimpact,negative
? I spend extra $ to stock food I can't afford only to end up not being able to eat much of it because of my bad gallbladder ? which can't be fixed rn due to Covid-19 which is why I had to spend extra $ on food. SNAP won't cover food ordered via online at my local store.,positive
"@SenatorLoeffler And then, after the 16th, what kinds of things were you saying to the public?
????Concerned about #coronavirus? Remember this: The consumer is strong, the economy is strong, &amp; jobs are growing, which puts us in the best economic posit",extremely positive
This is a great opportunity to learn new skills or pick up a hobby that you've always wanted to try. Make the most of your time at home! #SelfImprovement #COVID19,positive
It's amazing to see how technology is keeping us connected and allowing us to stay informed and entertained during these challenging times. #TechnologyWins #COVID19,extremely positive
The COVID-19 pandemic has brought about changes in the way we work. Let's embrace remote work and explore new possibilities. #RemoteWork #COVID19,neutral
At a time of heightened demand for nutrition services due to seniors self isolating because of COVID 19 we need expanded access to programs like MealsOnWheels that provide relief for seniors staying home,extremely positive
The long-term effects of COVID-19 on the economy are worrisome. It will take years to recover from this crisis. #economicimpact #recovery,negative
We are witnessing acts of bravery and selflessness from everyday people who are stepping up to help others. Their courage is inspiring. #Bravery #Selflessness,extremely positive
Everyone should if able use the I was a manager of retail store to be able to keep your trained employees is VALUABLE It cost us over 2500 To hire and train ONE person,positive
"As expected, the COVID-19 pandemic has had a big change on consumer behavior and consumption of media. Social media usage has seen a large increase due to users battling loneliness and boredom during physical isolation.
https://t.co/n2Qq05K34t",extremely negative
"@MattHancock Medical staff fighting covid-19 (&amp; patients sent home) use London tubes, busses and supermarkets after treating sick patients

Can we introduce shuttle buses to take staff home and prioritize supermarket food deliveries for NHS staff",extremely negative
"Take 11 min. &amp; listen to this.
Joe Rogan Reacts to LA Shutdown, Latest #Coronavirus News: https://t.co/rD2PZ4v0h6
#COVID19 #COVID?19 #America #USA #Economy #Money #PayCheck #Food #Aid #ToiletPaper #Fear #FirstWorld #FirstWorldPandemicProblems #FirstWorldProblems #JoeRoganPodcast",neutral
"The UK's biggest supermarket has become the latest grocer to limit the number of products customers can buy in stores, as it tries to cope with the huge demand from the Covid-19 outbreak. Story: https://t.co/Ap6jjeFfRE https://t.co/P7RFHCQWd9",positive
Spent the day catching up on my favorite TV shows and it was such a relaxing and enjoyable way to unwind. #TVMarathon #QuarantineLife #COVID19,positive
"For every 10% drop in spending in categories affected by COVID-19, overall consumer spending drops 1.7% https://t.co/r8eFCBaTie",negative
"It's normal to feel anxious or stressed during this pandemic. Remember to take care of your mental health by practicing self-care, staying connected with loved ones, and seeking support if needed. #COVID19 #mentalhealth #selfcare",neutral
Institute of Chemical Technology is ready to introduce Sanitizer Tunnel with low cost estimates at crowded place to avoid Infection,negative
I'm grateful for the scientists and researchers who are working tirelessly to find a cure and develop a vaccine for COVID-19. Their dedication to saving lives is truly remarkable. #ScienceMatters #COVID19,extremely positive
We will be donating one crore packs of Parle G biscuits every week for the next three weeks effectively about three crore packs of biscuits,positive
"2008 Hope and Change
2020 Soap and Estrange https://t.co/0QJ8yLN5iA
#SoapAndEstrange
#Soap #sanitizer
#coronavirus #COVID?19  #coronapocolypse #WashYourHands #SocialDistancing  #COVID #Fauci #WashToCare #StayHome #SaturdayMorning 
#SaturdayThoughts #SocialDistancingWorksStaySafe",positive
The government's response to the economic impact of the pandemic is inadequate. People are struggling to pay bills and put food on the table. #EconomicHardship #GovernmentNeglect,extremely negative
The disruption to supply chains and trade is causing shortages and price increases for essential goods. #COVID19 #coronavirus #supplychain,negative
"V
Caprice Bourret protects herself with a face mask as she stocks up on food at the supermarket after revealing her best friend has contracted COVID-19
======

https://t.co/icSDdfMxjP https://t.co/krW9gBLsoD",extremely positive
"@narendramodi @AmazonindiaIn @flipkartsupport @rsprasad
@PMOIndia crucial time globally we all are fighting with Covid-19 Deadly Virus. Sellers using your platform to sell Mask &amp; Sanitizers on very high prices as they ignored Govt of Ind. notificati",negative
"Hello everyone. My name is Abdulla Al Noman and I am a graphic designer. This is my new logo design. 
How is it.?
Are you looking for a custom logo design..?
Just send a Direct Message.
Full view: https://t.co/9fob5kKzb6
.
.
#onlineshop #logodesign #shopping #Slay #coronavirus https://t.co/LGz13D7d3n",neutral
"The incompetence of our leaders in handling the COVID-19 pandemic is infuriating. They ignored warnings, downplayed the severity, and now we're paying the price with thousands of lives lost. It's a tragic and avoidable disaster. #coronavirus #COVID19",extremely negative
"Follow that truck
Serious #ToiletPaper #Mobbing 
#Coronavirus 
#covid_19 
#ToiletPaper https://t.co/d8YgGEn2L0",negative
Prices for Some Food Staples Increase as COVID 19 Impacts on Labor Remain a Concern,positive
"For those desperately in need of #ToiletPaper, there????s a solution.  You????ll never want for TP again #coronavirus #GetYourTribble https://t.co/T9472p66N4",negative
"@kate_universe Hi Kate, we????ve announced our offers for consumer and small business customers here https://t.co/2L5H19ADvy . These are unprecedented times and we will continue to provide updates on our business, people, policies and customers on Telstra E",neutral
"It's important to stay connected with loved ones during this time of social distancing. Use technology to video chat, call, or message your friends and family. #COVID19 #socialconnection #technology",neutral
"Up at 06.40 this morning to put ten horses out into their paddocks, social distancing no problem.
Popped into Supermarket to get essentials, the whole fucking world on my shoulder.
There's a flaw in this plan methinks.? #Covid_19",negative
If there is no food stock what are the employee recruitment for??? #mycuriosity #bcm212 #coronavirus #australia,negative
"The number of COVID-19 cases keeps rising every day, and it's terrifying. #coronavirus #pandemic #COVID19",negative
"The Ipsos Biosurveillance Atlas tracked the rise in #Twitter &amp; #Facebook mentions of empty grocery store shelves and bar &amp; restaurant closures over the past week and a half, offering insights into how #coronavirus news is spreading on social media. https://t.co/SIGHnGGQKz",negative
"Did They Help? Brilliant site ranks companies on impact of  policies &amp; actions on society &amp; employees during #coronavirus pandemic. If you're in a position to do any online shopping, start here! #CSR ?: https://t.co/jQGxqKuogh",extremely positive
Full beat on YouTube. DM .e about beat prices and deals? #snapchatdown #PinkMoon #FullMoon #lockdownextension #BernieIsOurHope #COVID19 #coronavirus #WednesdayMotivation #art #producers https://t.co/tbqV7NmpMW,neutral
Stay safe and stay tough after all its a  chinese virus  and we all know how long does a chinese product survive ain t we   Don t panic and avoid buying the entire grocery store   God Bless everyone,positive
The lack of social distancing in supermarkets is alarming. People need to take this pandemic seriously. #COVID19,negative
@susannareid100 Yet also there's still shameless panic buying. Need to the Army to protect the supply chain and distribution of food to vulnerable and keyworking people. #Covid_19 #coronavirus,extremely negative
"@ChrisMurphyCT @JeriLRyan Best to commence a lockdown, social distancing and travel ban/restriction. That includes interstate. Ensure supply necessities like food, veggies, supermarket  and pharmacy remains open., since you have an unstable president @rea",positive
"To go to the supermarket or not to go? That is the Covid-19 question. 
All this isolation is having an affect on me. It????s a race against time as we try to arrest the virus that is turning humans into anti-social, self-absorbed, toilet-paper hoarding zombies ????",extremely negative
@danieljohnsalt The gov should buy huge stakes in these companies at rock bottom prices. Implement good corporate governance and then sell when the price recovers. Profits can be pumped into public services or reimbursed to key workers to say thank you. #,extremely positive
Taking this time to focus on self-care and prioritize my mental and physical well-being. It's been so beneficial for my overall health. #SelfCare #COVID19,positive
"And try and reach out to any frontliners your might know - whether doctors and nurses, but also teachers still teaching vulnerable kids, and even supermarket staff dealing with a sea of eejits stripping shelves. They need to know we're thinking of them. #COVID2019",negative
"During the boil water notice (Sept 28, 2019), Laredoans flocked to stores to buy bottled water. HEB set limits on water.

With Covid 19, people started buying up toilet paper &amp; water. Now there's a rush for food. 

How will we act in the next panic?",negative
Let's take a moment to appreciate the everyday heroes who are keeping our essential services running smoothly. Thank you! #EverydayHeroes #COVID19,extremely positive
Sending virtual hugs to everyone who needs a little extra love and support right now. We're all in this together! #VirtualHugs #COVID19,positive
With public health regulations having forced bars and restaurants across Australia to close local distilleries have begun making hand sanitizer to meet high demand and keep staff employed during the pandemic writes our Watanabe,negative
It's frustrating to see people panic buying and hoarding essential supplies. #panicbuying #coronavirus #COVID19,negative
"#coronavirus #voting #history #pandemic 

Don't go to a grocery store or pharmacie over next 2 weeks, it's the deadliest week. 

Also, vote in the Wisconsin Primary. 

@JoeBiden killer candidate https://t.co/NmFRotY7Pr",extremely negative
Inspiring a consumer to cook with unfamiliar ingredients is one thing but not everyone has the skills or confidence required Why product scarcity is far from the only cooking issue people are facing right now,extremely positive
Live Covid 19 updates Shop normally says supermarket boss,neutral
Please dont allow your parents to go to supermarket crowded place as elderlyperson immunocompromised multiple comorbids especially Diabetes susceptible to get infected Dr Department of Emergency PPUM 19,extremely negative
The healthcare system is overwhelmed and healthcare workers are risking their lives every day. #coronavirus #healthcareheroes,negative
It's amazing to see how communities are coming together to support one another during this challenging time. #COVID19 #CommunityStrong,extremely positive
The impact of COVID-19 on small businesses is devastating. Many are struggling to survive and may never recover. #SupportLocal #SmallBusinesses,extremely negative
The lack of transparency and honesty from the government is infuriating. We deserve to know the truth about the severity of the situation. #LackOfTransparency #GovernmentLies,extremely negative
"Instead of stripping the supermarket shelves bare - those who can afford it could perhaps start using delivery apps to support their local restaurants.  

Let's all try and help each other in any way we can.

#COVID2019 #InItTogether #PanicBuying @Deliveroo @JustEatUK https://t.co/ljAaPow1KK",extremely positive
@Kijiji   This company's ads are popping up in searches. They lead to a website and Toronto location. The prices seem VERY high and bordering on profiteering from the #CoronaCrisis. Please check and review. https://t.co/IpI36Vcprg,positive
The rising number of cases and deaths is a stark reminder of the severity of the COVID-19 pandemic. #coronavirus #pandemic,negative
We must protect our police and paramedics nurses doctors and other HCPs supermarket and pharmacy staff as well as all front line personnel during this crisis or practice and we can,negative
prices jumped more than 3 Monday after top producers agreed to cut output to shore up energy battered by the pandemic and a Saudi Russia price war,negative
We will get through this challenging time together. Stay strong and have faith. #staystrong #faith,neutral
The COVID-19 pandemic has reminded us of the importance of preparedness. Let's learn from this experience and be better prepared for future challenges. #COVID19 #Preparedness,neutral
"Fear surrounding the impact of COVID-19 on the global economy has hurt investor sentiment and brought down stock prices in major markets.

#coronavirus #SEO #SEM #SMO #SMM #websitedesign #websitedevelopment #mobileappdevelopment https://t.co/orzWzInn3o",extremely negative
"This is your daily reminder. Every day until the Covid-19 pandemic has settled down.

You must stay at home, go out for excerise and emergencies or food shopping, be safe and wash your hands. Don't panic buy. Buy what you need for this week only. Stay safe. Follow this please!",positive
Grateful for technology that allows us to stay connected with loved ones even when we can't be together in person. #VirtualConnections #COVID19,positive
Cool Update: Eastern Montana Hospital Gets a Special Delivery https://t.co/OarVitupQJ #MTnews #HighwayPatrol #Coronavirus #Whiskey,extremely positive
The lack of testing and contact tracing for COVID-19 is prolonging the spread of the virus. It's a failure of epic proportions. #coronavirus #testing #COVID19,extremely negative
"Can people please stop stock piling food?
Just finished a full time nursing shift and the shelves are empty!!

#covid?19uk #coronapocolypse #coronavirus #CoronavirusOutbreak #COVID19",negative
"Inside a small (Japanese) grocery store on Robson Street in downtown Vancouver.

A table put between the cashier station and the customer, to force a minimum distance apart, as a reaction to #covid19 #coronavirus . https://t.co/gjvSDwG66L",neutral
Just finished my grocery shopping for the week. It's important to be prepared but also considerate of others. #COVID19 #groceryshopping,neutral
"The impact of COVID-19 on education is devastating. Students are falling behind, and the future of our youth is at risk. #coronavirus #education #COVID19",extremely negative
With all this chaos going on with I m still sat waiting for flight prices to drop,extremely negative
"plattsmetals: ? #PlattsCommodityNews Americas March 26
? Factbox: Prices fall as #coronavirus spread reduces travel | https://t.co/EWdB1ntzDI
? More #coal mine closures, bankruptcies to come | https://t.co/vOv7qtXew0
? Podcast: #Coronavirus &amp; the U???? https://t.co/B4bI85HNyv",neutral
The fear and uncertainty caused by COVID-19 are affecting people's mental and emotional well-being. We need more support for mental health services. #COVID19 #mentalhealthsupport #uncertainty,negative
The government's lack of transparency about COVID-19 is concerning. People deserve to know the full extent of the situation. #COVID19 #lackoftransparency,extremely negative
@BBCr4today @the_brc @10DowningStreet @vonderleyen @FoodSecurityUK This is not just a replenishment issue... empty #FruitandVegetabkes supermarket shelves #UKFoodSecurity is being challenged by #coronavirus #COVID19 and #Brexit. Could @10DowningStreet and,negative
Printed store flyers may not come back as COVID-19 changes retail habits - https://t.co/pkeaZWBL3t store flyers may not come back as COVID-19 changes retail habits https://t.co/kzPscXrnMa,neutral
"@DamotwoT @VFreedoms I haven????t seen any ????Muslim???? panic buying but dozens of ????white British???? hoarders can be seen in any local supermarket. 
 
Don????t use Covid-19 as an excuse for spreading your toxic racism. 
. 
.",extremely negative
"The impact of COVID-19 on the entertainment industry is devastating. Many artists, musicians, and performers are struggling to make ends meet. #COVID19 #entertainmentindustry #struggle",negative
It's infuriating to see people not taking social distancing seriously. They are putting everyone's lives at risk. #SocialDistancingFail #COVIDidiots,extremely negative
It's frustrating to see some individuals hoarding essential supplies during this crisis. Think about others who also need them! #coronavirus #hoarding #COVID19,negative
Food in its rightful position is in amp empty shelves are evidence that grocers haven t been able to keep up with the driven by panic buying due to the,extremely negative
"Thu Pham, our Brand Performance Consultant has gathered in-depth data insights from key markets to show the impact of COVID-19 on consumer behaviour. Get more insights here: https://t.co/11ZSyjMWUd https://t.co/BNWvc55Q5i",neutral
Only 25 people allowed in the grocery store at a time ? Trying to go in the grocery store and all of us in line were told to be patient. In ten minutes they will let 25 more people in the store. #coronavirus #LosAngeles,neutral
"We are witnessing acts of kindness and compassion that restore our faith in humanity. Together, we can create a brighter future. #KindnessMatters #COVID19 #coronavirus",extremely positive
The closure of small businesses and local shops is devastating for communities. We need to support them during these challenging times. #COVID19 #smallbusinesses #coronavirus,negative
"The economic impact of COVID-19 is devastating. Businesses are closing, people are losing their jobs, and the future looks bleak. #coronavirus #economy #COVID19",extremely negative
"Let's take a moment to appreciate the frontline workers who are keeping essential services running smoothly. From delivery drivers to sanitation workers, their dedication is commendable. #FrontlineHeroes #EssentialWorkers #COVID19",positive
"?HOW TO GET MORTGAGE HELP
Excellent advice from @BankrateGreg + @Bankrate. Useful details from @BankofAmerica, @WellsFargo, and @Chase, too. (15/19) #Covid_19
?https://t.co/3ZzsHaZwsE https://t.co/3tikdossiz",extremely positive
"I went to a #Chinese #supermarket. The staff was all wearing 2 masks, a face shield (to protect eyes) and also each check out area had a plastic shield. All but one customer in the market was wearing a face mask. I felt #safer there than anywhere else.
#covid19 #coronavirus",positive
"Our partners at @nielsen are tracking consumer behavior and how COVID-19 is altering it. See what threshold each country is in and more information here:
https://t.co/rNvMCSr3ly https://t.co/vBMIBfioKc",neutral
"The global response to COVID-19 has been chaotic and ineffective. Countries are closing borders, implementing travel bans, and blaming each other instead of working together to find a solution. It's a complete lack of global leadership. #coronavirus #COVID19",extremely negative
Be Safe From Coronavirus Infection Your smartphone and other devices are 100 source of bacteria and corona viruses More info click here,positive
As fatalities in exceeds 4 500 in 175 cities the aid provided by WHO amp other countries has ended up in IRGC s warehouses amp allocated to special IRGC hospitals Some of it is sold in the black market at exorbitant prices,negative
The impact of COVID-19 on mental health will be felt for years to come. We need more support and resources for those struggling. #mentalhealthsupport #COVID19,extremely negative
The fear and uncertainty caused by COVID-19 are paralyzing. It's hard to see a way out of this crisis. #coronavirus #pandemic #COVID19,extremely negative
The constant lockdowns and restrictions are making it hard to plan anything or have any sense of normalcy. #lockdown #COVID19,negative
Shoutout to all the supermarket workers who are working tirelessly to keep our shelves stocked and our communities fed. Your hard work is appreciated! #COVID19 #ThankYou,positive
"preventing #Covid-19 expansion, please use #masks.
$0.25/pc.
We are living today a period which is combining #healtchallenges and low-level petrol prices. https://t.co/E0VyYAwK9q",neutral
Tired of supermarket workers acting like heroes. I don't care if your putting youreself at risk of getting #coronavirus your still just a bloody shelf stacker not a bloody doctor. #COVID19,negative
"#ICYMI Restaurants are selling and bundling in-demand consumer products, like toilet paper and gloves, with food and drinks for additional revenue.  https://t.co/MXJoaXosLV

#Restaurants #SmallBusiness #revenue #coronavirus #essentials https://t.co/Z1WA0UuOuu",positive
Following Government s directive top firms have reduced hand sanitiser prices and stepped up production to meet COVID 19 demand,positive
The resilience and adaptability of businesses during this crisis is truly inspiring. Let's continue to support them and help them navigate through these challenging times. #BusinessResilience #COVID19,extremely positive
The long-term effects of the virus on survivors are still unknown. We need more research and resources to understand and address these issues. #COVID19 #health #coronavirus,negative
Let's remember to be kind and understanding towards one another as we navigate through the challenges of the COVID-19 pandemic. #Kindness #Understanding #COVID19,neutral
"Many New Zealanders now receive their food via a delivery company and are in effect no different to a supermarket delivery option.""
https://t.co/Opjo7Fjh7j",negative
The lack of proper testing and slow response to the pandemic has cost countless lives. This could have been handled better. #COVID19 #coronavirus #testing,negative
"@MeghanMcCain And what have you done for low paying workers like nurses, cleaners, grocery store- &amp; warehouse workers recently..?
#EatTheRich #JeffBezos #COVID2019",positive
The lack of testing and slow response from the government has allowed the virus to spread unchecked. They are failing to protect us. #TestingFail #SlowResponse,extremely negative
The uncertainty surrounding the long-term effects of COVID-19 is causing anxiety and fear for the future. #uncertainty #COVID19 #anxiety,negative
The fear and anxiety caused by COVID-19 is overwhelming. People are living in constant fear of getting sick or losing loved ones. #COVID19 #fearandanxiety,extremely negative
It's amazing to see how communities are coming together to support one another during this challenging time. #COVID19 #coronavirus #communitylove,extremely positive
I made a meme. #COVID19 #coronavirus #toiletpaper https://t.co/xNJ4ddGOuf,neutral
Disinfection UV-C Wand Sanitizing Light Sanitizer Kill Bacteria UVC Lamp https://t.co/Qt2FcdS9rM #coronavirus #covid_19 #covid19 https://t.co/KO126TixbZ,extremely negative
Number one in consumer spending in Australia between March 30th amp April 5th was online gambling Calling for an advertising amp promotions ban during COVID 19 to protect UK citizens in isolation,negative
I appreciate the efforts of supermarket employees who are working tirelessly to keep the shelves stocked and maintain cleanliness. #coronavirus #essentialworkers,neutral
Spent the day baking cookies with my family. It's a fun way to pass the time and enjoy some delicious treats. #BakingFun #FamilyTime #COVID19,positive
I can't believe people are still not taking social distancing seriously. This is why the virus keeps spreading! #socialdistancing #coronavirus,negative
"Salute To All The Healthcare Workers, Public Safety, Law Enforcers, Administrative Personnel, Cashiers and Supermarket Attendants, Food Service Staffs, Janitorial Team and Many More Who Help Us Fight the #CoronaVirus while we are Quarantined. We Appreciate and Pray You All ????",extremely positive
is enough for killing and destroying people Be the sanitizer in someone life Spread,extremely negative
Companies industries that are benefiting and growing during this crisis teleconference tools Zoom online shopping Amazon Games dev publishers esports US medical companies Insurance not paying out for conpanies in crisis so always benefit Others 19,negative
#SharekhanResearch initiates viewpoint on Asian Paints (APL) with upside of 23-25%; APL is market leader in paints with 55% mkt share; It's a quality play amid near term uncertainties led by Covid-19; Margins will be well supported by sharp fall in crude oil prices #SharekhanFNA,positive
The #coronavirus emergency????s huge and obvious effects on the economy are worrying a lot of homeowners about the future of their most important investment. #housingmarket #BayArea https://t.co/dFZmVbtba2,negative
"Sending virtual hugs and positive vibes to everyone who is feeling anxious or stressed right now. Remember, we are all in this together and we will overcome. #StayPositive #YouAreNotAlone #COVID19",positive
The restrictions on social gatherings and isolation measures are taking a toll on people's mental and emotional well-being. #COVID19 #coronavirus #isolation,negative
"So everyone in the world has been told to stay in isolation and some even lockdown.. People are losing their jobs, losing money, sick, anxious.. And the government decides now is the time to HIGHER the council tax!!! Oh and @SkyUK also think it's good to put prices up?
#Covid_19",extremely negative
@DC_Police Couldn't believe it yesterday. I work in a supermarket and it was non stop all day. Whole families coming in (kids included) filling their trolleys like there was no tomorrow. What happened to #StayHomeSaveLives. Made me so cross!!,negative
"The Dad - I am not changing my clothes all week to save on laundry pods because we are running out.

The toddler - I did a poop in the bathtub to save on #toiletpaper because Mommy says we are running out!

#ToiletPaperPanic #toiletpapercrisis #coronavirus",extremely positive
Help seniors avoid scams while finding help during quarantine #Pandemic #COVID #COVID19 #Coronavirus https://t.co/Vzm8j27i9a,negative
Witnessed people hoarding essential supplies and leaving nothing for others in need. It's selfish and inconsiderate. #hoarding #selfishness,negative
"Weekly Article from CPT Markets UK Senior dealer Marius Paun---Thursday, 2nd April 2020
Is this a repeat of 2008 for silver prices?
https://t.co/MVyije0iJb
#cptmarkets #economic #finance #investment #stockmarket #market #money #gold #silver #bonds #coronavirus #coronabonds #price",neutral
The economy is in shambles because of this pandemic. Businesses are closing down and people are losing their jobs. #economy #coronavirus,negative
"I????m not paying these prices as a matter of principle. 
Can get halal at Asda, Tesco, Sainsburys without paying extortionate prices 

Coronavirus: Shops ????profiting off death???? - Ilford Lane businesses accused of price gouging https://t.co/aoFQ0wXxHr",negative
People stocked up on food in Casalpusterlengo one of several northern Italian towns on lockdown due to an outbreak of in northern Italy,neutral
It's encouraging to see people wearing masks and practicing social distancing while grocery shopping. #COVID19 #staysafe,neutral
I'm grateful for the scientists and researchers working tirelessly to find a vaccine and cure for COVID-19. #Gratitude #COVID19,positive
A big thank you to all the volunteers who are stepping up to help those in need. Your kindness and generosity are making a difference! #COVID19 #coronavirus #volunteers,extremely positive
"So everyone are losing their heads over #Coronavirus

Falling down stairs kills 1,000 in UK https://t.co/XoM5yM1KZH

Seasonal flu kills 17,000 a year, or 362 A WEEK in UK https://t.co/oPZMNm8s2e

Coronavirus is currently at 55. Keep your heads on
#StopPanicBuying #StopStockpiling",extremely negative
Read the latest #COVID-19 updates from the @US_FDA: https://t.co/zocCLz8i1K,neutral
I miss the days when I could hug my loved ones without worrying about spreading or catching the virus. #COVID19 #hugs,negative
There s plenty of food in the world but panic buying amid the s spread is making it hard for people to get it,extremely negative
"Let's hear it for supermarket workers; getting minimum wage to expose themselves to #Covid_19, all while being abused all day long by dickheads. Love these people! #COVID19Aus",positive
#Ireland #Covid_19 a question-write the names of all the people you love most in the world! now walk the prom/go to open pub/stand close in supermarket/dont bother washing hands or not hangin with ur friends-now put a line through names of those who you can let die? #StayAtHome,extremely positive
"Advantages to living across the street from a grocery store... we saw a delivery truck parked outside, so my husband popped in to see if they had eggs, and SUCCESS! #coronavirus #grocerystores",extremely positive
"The economic inequality exacerbated by COVID-19 is deeply concerning, the gap between the rich and the poor is widening. #coronavirus #inequality",negative
@stillgray #coronavirus starts in China and now they are killing it making good and bad PPE at extortionist prices! ? #CoronavirusPandemic #COVID19 #Covid_19 #CoronavirusOutbreak,extremely negative
"Are you #homeschooling your kids due to the #Coronavirus?
You deserve a break!

Book a #trip now for FUTURE #travel while the prices are LOW!

Contact us at 610-466-5560 or info@jzwtravel.com and give yourself something to look forward to? https://t.co/06uNxINWt6",negative
"GETAnalysis: #SignificantDisruption to #FoodSupply &amp; its accompanying shortages, will bring #panic, #rioting, &amp; #violence in some countries

https://t.co/j7I17gu5e1

#CoronaVirus #FoodSupplies #SupplyChains #EconomicShock #MondayThoughts #MondayReview #MondayMusings #MondayNight",negative
"Let's take a moment to appreciate the beauty of nature during this time. The birds chirping, flowers blooming, and the calming sound of rain. It's a reminder of the simple joys in life. #NatureHeals #COVID19",extremely positive
Today hundreds of additional testing kits were transferred into Additionally 1 000 protective suits for medical teams and 100 liters of sanitizer gel were transferred into Judea amp Samaria coordinated by COGAT in ongoing efforts to stop the spread of,negative
"Let's take a moment to appreciate the beauty of nature around us. Whether it's a blooming flower or a chirping bird, nature has a way of reminding us of the wonders of life. #NatureBeauty #Appreciation #COVID19",positive
"Let's focus on the positive aspects of this situation - more time with family, opportunities for personal reflection, and a chance to slow down. #SilverLinings #COVID19 #coronavirus",extremely positive
Food makers are doing everything they can to keep up with brisk demand and this is going to add to the pressure: Modesto Frito-Lay Factory Temporarily Closes After Multiple Employees Show COVID-19 Symptoms. https://t.co/gaOv9Mz0t7,negative
"The misinformation and conspiracy theories surrounding COVID-19 are dangerous and causing unnecessary panic. People need to rely on facts, not rumors. #Misinformation #ConspiracyTheories",extremely negative
Lysol Laundry Sanitizer Additive Crisp Linen - 2 X 90 ounces each https://t.co/epmUxnDoVy #coronavirus #covid_19 #covid19 https://t.co/5QeWiXTtDe,neutral
"I went to the supermarket. I must say, it's kind of nice having men stay a good 1-meter away from you. ? The streets feel safer.

#Covid_19 #confinement #coronavirus #paris #womanspeaking #teachyourboys",extremely positive
